"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20"
"2594",0,0,91,155,0,0,303,0,437,0,6,0,20,23,37,0,0,0,0,0
"2595",0,0,0,0,0,242,335,381,401,517,0,0,0,0,0,0,0,0,0,26
"2596",0,0,119,186,240,289,308,0,394,0,13,0,13,0,0,0,0,0,0,0
"2597",6,0,103,0,0,267,338,376,453,497,0,0,0,18,0,0,0,0,0,27
"2598",0,66,0,0,215,0,324,388,433,477,0,45,21,14,0,11,0,0,0,0
"2599",0,0,116,197,232,274,300,0,405,507,0,0,18,0,45,16,51,42,28,41
"2600",0,63,109,153,218,261,325,387,475,529,0,40,0,0,0,0,0,0,0,0
"2601",0,67,109,176,249,333,344,374,0,503,33,18,22,0,32,0,0,0,0,10
"2602",5,75,130,178,243,251,0,328,445,512,0,0,0,24,0,0,0,12,0,0
"2603",0,0,109,158,0,0,285,361,0,0,0,0,0,33,0,0,0,0,37,0
"2604",0,0,126,161,229,265,351,378,443,471,25,0,0,33,43,0,52,13,0,0
"2605",0,0,0,0,0,257,0,411,462,501,27,0,0,0,0,0,0,9,39,10
"2606",0,0,0,188,266,335,412,431,448,0,0,17,21,45,62,27,52,15,26,0
"2607",0,61,122,195,239,293,376,434,441,488,0,0,0,0,0,24,0,0,0,0
"2608",0,0,0,0,230,0,338,399,424,490,36,20,21,40,47,0,40,11,0,0
"2609",12,69,117,189,232,275,332,371,431,521,20,10,0,27,0,0,0,0,0,0
"2610",0,0,0,0,222,282,344,396,450,468,0,0,0,0,0,0,45,8,0,0
"2611",0,0,0,0,0,273,317,374,457,489,0,0,0,0,44,0,0,0,0,0
"2612",0,72,110,0,0,0,351,408,442,491,0,0,0,0,0,0,0,12,0,0
"2613",0,0,110,184,242,266,328,405,450,497,19,0,10,40,54,0,42,13,48,13
"2614",0,0,0,184,229,311,359,387,446,497,25,17,22,29,36,0,45,0,28,8
"2615",0,0,113,193,0,251,0,381,454,524,0,0,0,0,0,0,0,0,0,9
"2616",0,0,0,0,0,0,0,0,0,0,29,19,22,41,38,0,0,0,0,0
"2617",0,0,101,0,208,269,312,402,448,483,0,10,14,0,0,0,0,0,0,9
"2618",0,0,120,184,222,0,337,400,430,491,37,21,22,37,0,0,52,0,0,0
"2619",0,0,129,185,201,0,314,0,455,467,0,0,0,0,0,22,0,0,0,0
"2620",0,63,0,187,233,301,367,381,450,509,0,0,0,36,44,33,57,0,0,0
"2621",8,0,116,174,238,280,326,356,455,512,0,16,19,0,0,0,0,0,0,0
"2622",15,81,127,170,229,275,355,402,440,523,24,0,0,0,32,0,0,0,0,8
"2623",0,0,0,0,0,289,349,400,472,526,0,0,0,0,0,0,42,7,38,0
"2624",0,0,105,0,220,0,324,0,406,468,0,0,0,0,37,31,0,0,0,0
"2625",14,62,0,165,227,0,0,0,431,463,33,12,0,29,33,31,45,8,49,0
"2626",12,78,120,160,0,0,0,359,396,474,0,0,0,0,0,19,0,35,35,17
"2627",0,0,0,200,244,295,355,391,436,0,0,0,0,0,0,22,0,0,0,0
"2628",7,77,127,193,234,265,336,369,0,484,32,42,0,32,0,0,47,39,35,13
"2629",9,0,92,169,230,274,302,0,0,0,25,34,30,36,49,32,38,0,0,0
"2630",0,67,123,0,211,270,356,391,463,511,0,43,0,40,47,26,57,44,22,14
"2631",0,0,0,144,238,0,0,388,0,0,0,29,0,0,49,25,40,34,0,0
"2632",0,63,128,182,241,295,380,409,458,503,29,37,33,0,0,0,0,25,30,0
"2633",0,0,0,0,0,0,0,391,462,488,0,0,38,0,45,20,0,0,0,0
"2634",10,79,129,174,232,0,315,0,0,464,27,38,46,0,0,0,33,42,28,17
"2635",0,68,148,197,246,272,348,370,391,464,26,47,47,42,42,0,0,0,21,0
"2636",0,0,123,174,232,0,0,0,0,0,36,51,35,32,0,0,0,0,0,0
"2637",14,77,110,170,0,0,314,0,420,482,30,45,45,42,0,0,38,42,30,0
"2638",0,0,0,0,220,283,346,404,436,504,29,0,33,36,0,0,0,0,0,18
"2639",0,0,0,0,0,0,308,398,441,0,0,0,0,29,0,0,0,0,0,0
"2640",0,0,0,166,0,253,316,409,440,493,0,0,0,0,0,19,0,0,0,0
"2641",0,54,136,173,0,293,318,400,425,0,0,0,0,0,0,0,0,0,0,15
"2642",0,0,92,0,217,280,0,0,431,491,0,0,0,0,44,22,37,28,27,0
"2643",0,0,0,0,0,287,347,383,435,471,0,0,0,30,0,22,0,25,22,10
"2644",8,64,123,187,234,305,363,399,467,512,0,0,0,0,0,24,0,34,0,0
"2645",9,72,144,187,0,0,0,357,433,0,34,39,42,32,0,29,42,39,22,12
"2646",10,55,120,187,223,0,0,0,0,495,0,37,35,31,0,0,37,0,21,11
"2647",5,63,126,181,222,277,323,384,434,498,30,44,0,0,0,0,0,0,22,13
"2648",13,69,120,168,237,0,314,379,0,0,0,0,0,0,0,0,0,0,0,0
"2649",12,70,106,182,217,284,355,407,454,513,0,0,0,32,45,32,30,34,0,0
"2650",0,0,0,0,234,0,328,381,0,506,0,0,0,0,0,0,34,0,0,8
"2651",0,0,119,172,207,273,351,404,439,539,18,19,15,12,37,0,15,0,0,50
"2652",0,66,0,0,0,293,335,354,0,0,18,0,10,0,0,0,15,0,0,0
"2653",0,68,127,186,227,309,355,393,0,0,14,21,0,0,0,0,13,40,31,47
"2654",5,64,133,174,213,275,334,379,448,503,9,20,0,0,0,0,0,42,0,46
"2655",0,0,120,168,212,295,360,420,461,525,13,20,18,12,44,28,18,37,0,0
"2656",0,61,138,185,0,0,335,407,462,522,13,0,0,0,0,0,0,40,0,0
"2657",7,71,138,165,0,0,316,0,0,0,0,0,0,0,0,0,16,50,29,40
"2658",0,50,0,0,0,288,330,401,439,530,0,0,0,0,0,0,0,0,0,0
"2659",0,64,0,0,0,281,325,0,0,0,13,31,16,12,0,0,0,0,0,0
"2660",6,61,123,180,246,266,338,398,434,464,9,0,0,0,0,0,0,0,0,30
"2661",0,0,85,172,229,291,359,447,478,574,6,0,12,11,38,33,26,56,33,48
"2662",0,71,129,192,232,271,338,391,0,0,11,19,12,18,33,0,0,0,25,34
"2663",0,0,116,169,215,0,0,376,0,506,15,23,11,15,33,0,0,0,0,33
"2664",8,59,123,0,0,0,0,0,392,462,19,0,0,0,0,0,0,0,0,0
"2665",0,48,106,172,232,285,333,397,0,479,0,0,11,5,0,0,0,53,35,37
"2666",0,74,125,166,214,253,350,417,475,517,0,0,0,0,0,0,0,0,21,50
"2667",10,81,151,198,224,279,351,413,448,518,0,0,12,14,27,0,0,0,26,48
"2668",12,0,117,154,207,0,320,0,447,477,0,19,11,10,36,26,25,53,30,58
"2669",0,63,131,183,238,274,305,389,442,527,0,0,0,0,0,0,0,46,29,0
"2670",0,0,0,0,0,0,354,397,439,512,0,0,0,0,0,0,0,0,0,45
"2671",13,57,110,161,0,304,359,379,432,484,13,23,12,0,0,0,15,46,24,0
"2672",0,0,0,0,0,0,333,402,471,501,0,16,16,11,35,27,15,47,36,40
"2673",4,0,119,192,238,284,346,367,441,505,0,0,0,13,48,35,23,26,0,0
"2674",0,0,0,0,0,0,0,0,443,493,10,0,8,18,44,0,0,42,25,31
"2675",11,60,113,0,0,0,0,364,437,0,0,20,0,11,33,22,20,40,32,36
"2676",0,0,126,173,232,272,369,424,477,531,0,0,0,0,39,0,0,0,0,0
"2677",0,0,0,0,0,0,334,368,433,460,0,41,32,18,43,38,29,30,0,0
"2678",9,75,135,156,0,277,311,393,0,488,0,41,39,8,38,0,0,0,0,36
"2679",0,61,0,183,233,0,331,357,430,481,0,51,43,0,43,0,0,0,21,0
"2680",0,58,102,176,239,293,344,395,0,471,10,54,36,11,42,0,0,0,0,0
"2681",0,70,120,178,231,285,349,371,421,501,0,0,0,0,0,0,27,27,0,0
"2682",13,51,113,183,242,303,358,417,471,496,0,0,0,0,0,0,0,0,0,0
"2683",0,0,0,183,238,296,347,408,450,544,19,49,0,10,43,0,21,21,0,0
"2684",0,56,123,180,238,266,332,388,433,489,0,0,0,0,43,41,27,27,13,0
"2685",0,77,124,179,220,0,314,405,479,511,21,61,39,0,0,0,0,0,23,46
"2686",9,68,113,0,0,279,297,373,0,477,15,0,0,0,0,35,36,27,21,0
"2687",0,59,0,170,236,279,325,402,0,436,12,49,31,11,45,34,18,26,21,43
"2688",0,0,129,0,243,297,368,406,470,527,0,0,0,17,40,0,0,0,0,0
"2689",0,0,0,174,228,266,345,414,440,0,0,0,0,0,0,0,0,0,0,0
"2690",6,63,0,180,246,278,329,378,404,467,0,0,0,13,55,45,20,0,0,38
"2691",10,63,107,167,229,296,335,389,429,477,6,56,43,0,29,0,0,26,0,35
"2692",0,0,111,184,216,275,348,431,432,0,0,49,0,0,41,0,0,0,0,37
"2693",11,62,103,168,211,0,0,0,0,0,11,0,32,8,45,39,30,27,23,38
"2694",0,0,0,0,232,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0
"2695",0,0,0,0,218,0,0,0,434,475,10,48,29,0,0,0,31,23,23,0
"2696",0,0,118,175,222,283,363,396,470,475,11,54,35,0,0,0,0,0,21,46
"2697",0,0,0,0,259,312,360,406,467,529,14,62,34,12,43,0,0,31,23,48
"2698",0,0,111,165,0,0,322,419,487,528,0,0,0,0,40,0,0,0,21,47
"2699",13,60,120,155,0,278,332,363,441,503,0,0,0,0,0,0,0,22,28,45
"2700",13,0,124,192,256,0,333,400,470,519,12,54,41,16,0,33,0,0,0,0
"2701",0,0,0,0,211,268,326,0,0,504,0,0,34,0,12,0,49,42,42,0
"2702",0,0,100,0,206,274,282,0,0,508,21,0,0,42,13,37,57,46,0,23
"2703",0,0,123,187,218,0,360,417,448,471,0,0,0,0,10,0,0,0,41,28
"2704",0,65,148,184,216,259,0,0,0,0,26,15,43,36,0,0,0,0,41,0
"2705",0,0,0,191,258,311,358,393,483,522,0,0,0,0,0,0,54,0,0,0
"2706",0,0,125,0,0,0,0,379,440,481,29,31,49,41,0,28,0,0,0,0
"2707",9,0,0,185,220,268,335,381,0,483,0,0,32,36,19,38,42,40,0,0
"2708",0,69,137,203,249,287,341,410,427,0,38,37,51,43,0,0,0,0,0,20
"2709",0,57,0,0,216,305,314,0,439,485,22,0,41,41,19,0,0,0,0,24
"2710",11,0,131,175,225,283,310,400,0,472,0,0,41,0,11,36,0,46,0,0
"2711",0,0,0,0,0,267,329,407,462,476,25,0,0,0,0,0,0,0,0,0
"2712",6,71,139,195,234,296,362,441,465,513,23,24,0,0,0,30,0,37,51,19
"2713",0,0,0,0,0,0,0,371,447,514,0,10,41,34,14,0,0,0,35,28
"2714",0,0,127,182,0,263,0,0,0,0,30,26,42,0,0,0,0,0,0,0
"2715",0,0,104,180,0,0,356,387,454,480,29,32,0,0,13,0,0,0,0,0
"2716",0,0,0,0,0,281,354,413,409,0,0,0,0,34,14,34,62,45,33,0
"2717",15,0,0,0,0,286,341,402,461,486,0,0,0,0,0,0,0,0,0,0
"2718",0,0,114,175,233,292,368,391,457,484,0,0,0,0,0,0,0,35,36,0
"2719",0,0,118,177,241,0,330,383,0,0,0,0,0,0,0,0,0,0,34,0
"2720",0,0,128,159,0,0,309,382,0,478,0,0,0,33,18,33,45,40,0,19
"2721",0,76,116,178,213,275,349,369,436,491,23,27,0,0,0,38,43,35,0,29
"2722",10,61,115,165,234,273,328,0,0,0,0,0,0,0,16,0,0,0,0,0
"2723",0,0,0,0,180,270,363,394,445,493,29,0,0,34,12,37,66,49,43,30
"2724",0,59,121,176,236,299,348,411,0,463,0,0,0,0,0,0,0,0,0,0
"2725",10,0,111,0,0,0,0,0,459,515,0,0,0,0,0,33,0,0,0,0
"2726",0,0,0,0,230,319,352,403,451,460,0,0,0,0,0,18,41,0,25,48
"2727",10,75,119,0,0,280,331,376,0,0,25,0,13,57,0,0,0,0,0,0
"2728",0,0,102,0,221,256,0,371,0,0,0,0,13,48,41,32,0,23,0,52
"2729",0,0,106,181,231,296,346,384,427,481,23,19,7,40,38,29,44,23,25,48
"2730",5,0,0,0,0,0,0,0,424,528,0,0,0,0,32,33,38,0,21,0
"2731",0,0,0,0,217,289,340,379,414,528,40,28,8,0,0,0,42,0,0,0
"2732",0,0,113,152,0,266,339,376,450,506,0,0,0,0,0,0,0,0,28,54
"2733",0,59,115,0,222,0,331,0,0,472,31,0,0,0,0,0,0,0,0,0
"2734",12,55,110,162,200,0,345,375,418,486,0,0,0,0,0,0,0,0,0,0
"2735",0,0,0,168,220,297,364,433,452,555,0,0,16,58,42,26,0,0,23,40
"2736",0,0,0,177,0,0,0,0,419,0,36,18,0,0,0,0,28,0,0,39
"2737",0,50,115,0,0,293,308,374,431,505,0,0,0,0,41,25,0,0,0,0
"2738",0,0,102,0,0,0,0,0,0,0,0,0,0,47,0,0,0,26,0,0
"2739",0,0,0,156,239,276,354,397,458,520,17,0,0,0,0,0,0,0,0,0
"2740",0,0,0,0,196,0,0,0,0,472,0,0,0,0,0,0,36,33,25,41
"2741",0,0,0,0,0,0,0,0,385,479,0,0,0,0,0,0,0,0,0,51
"2742",0,0,0,170,0,0,324,0,0,459,0,17,9,38,45,34,46,28,26,0
"2743",0,0,0,0,226,264,333,381,457,512,0,16,0,52,47,38,35,0,0,0
"2744",0,0,0,0,227,0,316,391,456,520,0,19,13,52,47,23,0,0,0,0
"2745",0,0,0,163,0,0,0,349,432,0,0,0,14,47,0,0,0,0,0,38
"2746",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43
"2747",0,0,101,178,0,0,332,0,406,487,27,19,12,54,0,28,0,26,28,46
"2748",0,65,128,187,220,273,311,368,0,493,0,0,13,58,45,28,34,28,0,0
"2749",0,0,0,0,0,0,332,390,439,534,26,19,9,50,42,30,0,0,0,0
"2750",0,0,0,173,0,0,325,0,415,488,0,0,0,0,0,27,31,0,20,0
"2751",0,54,137,182,234,266,347,389,439,517,8,0,0,0,17,15,37,32,20,53
"2752",0,0,0,0,0,0,0,0,444,515,0,0,0,0,0,0,35,0,0,0
"2753",16,74,132,153,219,287,343,391,427,0,0,0,0,0,0,0,0,0,0,36
"2754",0,0,127,175,231,279,360,391,428,482,0,0,11,28,18,11,31,0,0,0
"2755",0,0,120,178,249,266,0,350,452,511,0,0,12,22,14,13,39,38,15,41
"2756",0,0,102,188,226,315,361,407,490,486,10,37,19,0,0,0,0,0,0,0
"2757",0,69,114,0,0,0,0,0,0,497,0,0,16,21,12,0,0,0,0,0
"2758",4,63,0,0,0,0,0,0,451,503,8,0,0,19,0,0,0,0,0,0
"2759",4,0,0,0,0,0,0,353,423,525,9,28,14,30,15,15,0,0,0,0
"2760",0,0,121,172,242,279,347,408,475,523,7,29,16,21,0,0,0,0,13,35
"2761",0,0,0,0,0,0,0,0,0,492,0,35,12,0,0,0,0,0,0,0
"2762",0,0,123,183,222,258,306,382,445,0,12,22,10,0,0,0,0,26,19,34
"2763",0,0,122,188,224,0,0,349,433,506,0,0,0,0,0,9,36,37,18,34
"2764",0,0,0,159,0,243,306,0,0,501,8,31,24,24,23,17,44,35,20,33
"2765",0,60,114,0,220,297,338,384,463,517,10,43,16,19,0,0,0,0,0,42
"2766",0,0,0,147,0,0,0,350,435,483,0,0,0,16,0,0,0,0,0,0
"2767",15,71,118,175,218,0,295,370,455,519,0,0,0,0,0,0,0,32,0,0
"2768",10,0,119,180,198,269,0,379,446,523,0,0,17,25,0,0,0,0,0,29
"2769",0,0,0,167,227,260,361,375,440,468,15,37,17,20,22,17,41,0,0,38
"2770",0,0,0,164,0,268,0,0,0,0,11,0,0,0,0,0,0,0,0,0
"2771",0,0,120,156,215,0,345,408,455,529,0,0,0,16,15,12,32,40,0,0
"2772",0,0,0,0,239,326,373,392,447,509,0,0,0,0,0,0,0,23,18,0
"2773",8,0,118,0,0,0,0,0,0,462,0,23,24,28,24,0,31,40,17,44
"2774",0,65,94,0,0,0,0,373,448,516,0,30,0,0,16,0,0,0,0,0
"2775",0,0,0,141,0,0,326,411,498,524,8,0,0,0,16,0,38,42,22,42
"2776",0,0,0,0,209,313,354,406,444,514,0,0,0,0,0,0,0,0,0,0
"2777",11,56,129,165,228,285,349,423,482,506,0,0,0,0,46,42,0,0,0,31
"2778",0,0,117,169,235,292,336,366,466,533,0,0,0,0,40,0,16,47,61,44
"2779",0,0,0,0,0,275,0,0,0,475,0,0,0,0,0,0,0,0,0,32
"2780",0,65,100,0,205,0,328,419,468,510,0,0,0,0,34,0,0,0,0,0
"2781",0,0,0,0,0,297,321,370,433,498,0,41,0,0,0,0,0,0,0,30
"2782",5,67,113,159,211,261,297,425,468,506,0,0,0,0,0,0,15,32,0,0
"2783",0,0,114,169,0,0,0,0,0,0,27,40,50,0,0,32,11,0,0,0
"2784",10,71,119,171,243,303,392,434,454,503,0,49,50,25,0,43,8,0,57,28
"2785",0,0,107,0,192,0,335,405,460,499,0,0,0,0,0,0,0,0,0,0
"2786",0,53,121,189,234,0,338,387,459,517,0,0,0,0,0,46,0,0,0,29
"2787",0,0,0,0,218,282,336,408,422,506,40,31,0,0,43,33,0,0,47,0
"2788",0,0,118,176,243,287,381,413,452,500,0,0,0,28,45,32,0,0,0,0
"2789",0,0,0,158,235,286,0,0,440,482,0,39,55,43,51,42,18,38,57,41
"2790",0,0,114,164,224,280,343,367,0,0,48,46,0,0,0,0,0,0,0,28
"2791",0,66,0,0,215,0,321,0,436,514,33,45,0,0,0,0,10,35,30,31
"2792",0,0,108,189,221,0,332,409,444,465,0,0,45,30,41,37,12,39,52,20
"2793",0,0,0,0,223,295,339,376,439,502,37,56,58,29,0,37,0,0,0,0
"2794",0,0,121,0,198,0,348,369,424,479,0,40,0,24,0,0,11,0,0,0
"2795",0,0,0,169,0,251,289,379,416,474,32,41,47,29,0,0,0,0,0,40
"2796",0,57,119,191,225,263,350,406,468,533,29,40,41,21,0,0,0,0,0,35
"2797",0,0,130,194,275,294,354,384,441,504,0,0,0,0,0,0,10,40,56,30
"2798",0,0,122,155,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0
"2799",0,58,106,160,216,293,350,396,447,535,0,0,0,0,38,0,0,0,0,35
"2800",0,0,0,0,221,0,314,392,463,493,0,44,48,0,50,0,10,50,64,33
"2801",0,0,107,0,0,0,0,377,440,515,17,36,0,0,0,0,29,47,37,11
"2802",0,0,119,178,220,269,321,354,439,497,14,0,0,17,36,0,0,0,0,0
"2803",0,0,0,0,191,0,342,415,477,548,32,54,46,20,55,37,28,36,39,10
"2804",0,0,118,0,0,0,0,358,441,505,0,0,0,0,0,0,0,0,31,0
"2805",0,0,0,166,0,285,0,0,0,487,0,31,37,0,61,23,0,0,0,0
"2806",11,71,103,0,0,0,0,0,0,0,20,41,54,23,54,30,0,0,0,0
"2807",0,0,124,169,0,297,353,398,428,500,14,34,41,0,0,0,0,0,0,0
"2808",0,0,0,0,209,291,348,401,438,0,22,42,41,26,51,32,28,0,26,0
"2809",0,57,120,180,236,253,0,358,0,476,0,0,0,20,49,0,0,0,35,0
"2810",0,0,0,165,216,287,306,399,412,498,18,0,0,0,0,0,16,0,0,10
"2811",0,0,0,0,219,276,330,0,0,0,0,31,0,0,0,0,0,40,0,0
"2812",9,0,124,0,222,281,0,0,438,482,14,0,0,0,0,0,0,0,34,7
"2813",0,0,111,0,0,0,343,348,402,496,18,0,0,0,0,0,0,0,30,9
"2814",0,0,125,0,0,0,325,360,430,0,22,36,37,19,56,41,31,42,33,8
"2815",13,0,0,0,0,0,0,384,416,483,27,39,38,0,0,0,0,0,28,10
"2816",0,0,0,0,0,0,0,348,438,503,16,0,32,29,56,37,26,0,0,0
"2817",10,0,122,191,209,240,337,0,430,503,0,30,50,0,48,37,35,44,0,0
"2818",0,0,0,0,0,0,322,0,440,515,0,0,0,0,0,0,21,43,40,14
"2819",2,63,122,173,214,0,351,383,0,0,0,0,0,0,49,33,28,0,27,0
"2820",0,0,0,176,232,271,340,408,433,485,10,0,0,0,46,0,26,0,0,0
"2821",0,0,114,172,209,312,0,0,429,466,30,37,48,20,49,0,0,0,0,0
"2822",13,80,123,0,0,277,328,414,451,524,0,0,0,0,57,35,0,29,0,0
"2823",0,0,0,0,0,0,355,405,460,504,0,0,0,0,0,0,0,0,34,14
"2824",6,70,95,0,0,0,324,0,399,499,0,28,0,0,0,0,0,0,0,0
"2825",0,63,111,0,234,333,368,399,450,497,20,44,44,22,36,0,0,0,0,0
"2826",0,69,117,178,0,277,340,413,493,501,0,0,0,0,54,38,37,0,0,0
"2827",7,74,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2828",0,0,0,0,217,0,0,382,438,492,0,15,22,0,41,0,0,0,0,0
"2829",0,0,0,0,0,0,309,370,420,475,0,0,0,0,0,0,0,0,0,0
"2830",0,0,0,167,232,268,332,406,0,495,0,0,24,0,0,0,0,0,0,0
"2831",0,0,0,0,0,0,319,412,468,525,0,0,26,41,0,0,46,27,0,0
"2832",0,0,0,166,0,0,334,412,460,527,0,0,0,0,38,0,0,0,31,17
"2833",0,71,116,0,237,281,322,378,0,479,0,0,0,0,0,0,0,21,41,23
"2834",0,0,0,182,245,293,350,410,468,515,0,20,0,0,45,26,46,0,0,0
"2835",0,71,125,189,243,261,359,393,0,0,29,0,0,0,0,0,0,0,0,0
"2836",0,72,139,171,260,331,380,422,482,547,0,0,26,0,29,28,0,0,0,0
"2837",13,75,138,0,216,283,347,384,458,451,0,0,0,0,0,29,0,0,0,0
"2838",0,69,123,184,246,322,367,443,486,510,51,19,25,0,0,0,43,0,0,0
"2839",13,76,133,178,211,0,328,0,0,499,41,15,0,0,0,0,0,0,0,18
"2840",0,0,107,187,239,300,344,364,0,469,0,0,0,0,46,33,51,0,0,0
"2841",0,0,0,0,0,259,330,359,0,0,0,0,0,0,0,27,50,34,35,14
"2842",0,0,0,158,222,0,320,0,0,0,47,0,0,45,0,0,0,0,32,0
"2843",0,0,0,0,0,273,329,0,443,528,0,0,0,0,0,0,0,0,0,0
"2844",0,0,0,0,223,266,336,416,432,470,45,0,0,0,0,0,0,0,32,0
"2845",0,0,114,166,226,0,0,0,406,507,46,0,28,43,38,26,52,13,36,25
"2846",0,0,0,155,0,267,346,400,442,516,36,0,0,0,0,0,0,31,42,23
"2847",10,69,118,168,244,0,0,0,425,0,39,21,0,0,0,0,0,0,38,0
"2848",0,0,0,0,242,290,345,406,456,0,0,0,0,0,46,29,0,19,30,13
"2849",13,0,110,160,0,282,335,404,451,0,0,0,0,0,47,30,57,0,32,16
"2850",0,0,126,167,0,273,360,405,430,490,52,20,25,39,45,0,0,0,0,15
"2851",0,0,0,163,229,294,351,404,458,539,0,0,0,0,0,33,18,13,0,0
"2852",0,0,0,0,213,268,331,364,450,0,0,31,0,35,23,41,0,0,0,0
"2853",0,0,0,0,225,0,304,382,0,0,0,37,35,31,0,0,0,0,0,0
"2854",17,66,118,0,246,265,354,398,484,505,0,0,0,0,0,0,9,0,0,0
"2855",0,0,122,0,231,337,348,406,0,453,0,0,0,0,0,33,11,0,0,0
"2856",0,63,0,183,241,273,351,366,0,464,24,30,0,0,0,0,0,0,0,0
"2857",0,74,115,179,248,316,355,397,456,515,27,24,0,0,0,0,16,0,0,0
"2858",0,0,0,180,238,301,352,393,435,484,0,33,30,24,0,37,14,17,32,40
"2859",0,0,113,171,241,290,319,407,443,478,0,0,0,0,15,0,0,0,0,0
"2860",0,0,0,0,0,276,343,359,434,503,28,33,0,33,21,37,0,9,0,0
"2861",0,0,114,0,213,0,0,0,460,460,0,0,23,28,0,0,0,0,0,0
"2862",11,0,0,178,230,274,322,402,487,522,0,0,0,0,0,0,0,0,0,0
"2863",0,0,131,198,230,290,343,385,431,530,26,32,23,36,0,0,0,0,17,33
"2864",4,0,0,0,0,0,317,402,439,492,0,0,0,0,13,27,14,0,11,34
"2865",0,0,0,0,212,0,0,0,0,451,0,0,0,33,17,39,0,16,25,0
"2866",0,0,0,157,0,255,0,0,445,508,31,0,0,33,24,0,14,0,0,0
"2867",0,72,115,152,223,299,362,405,437,514,0,0,0,0,0,40,16,14,19,40
"2868",0,65,137,195,241,294,328,342,0,490,25,21,23,33,20,0,12,6,24,0
"2869",0,0,111,170,0,288,363,440,467,521,0,33,35,39,24,33,10,8,23,0
"2870",13,51,121,176,216,0,328,390,430,0,29,31,0,36,0,25,17,15,28,37
"2871",10,0,108,166,231,0,0,0,0,477,22,30,31,0,0,0,0,15,19,0
"2872",0,0,117,169,226,258,321,391,426,0,0,0,0,24,0,30,14,0,0,29
"2873",0,65,135,188,249,309,365,414,459,524,0,0,35,0,25,28,18,9,0,40
"2874",0,0,114,182,221,281,327,386,437,501,0,35,38,0,25,0,0,0,17,0
"2875",0,0,91,0,0,266,331,383,458,521,0,0,0,35,25,38,15,0,0,0
"2876",0,0,122,0,254,301,371,405,0,483,0,36,13,37,0,22,17,23,43,48
"2877",14,64,117,0,0,247,334,375,455,493,14,45,13,43,23,0,18,26,37,39
"2878",0,50,104,0,0,258,316,0,411,513,8,27,10,45,35,0,13,0,0,0
"2879",0,0,0,0,217,259,336,390,395,499,0,25,8,0,0,0,0,0,0,45
"2880",0,0,0,158,225,284,338,386,455,512,0,0,0,0,0,0,12,0,46,47
"2881",0,65,120,178,0,282,322,371,427,0,26,56,8,39,32,0,17,17,48,44
"2882",0,0,142,197,230,0,346,405,418,0,0,29,0,38,35,23,16,27,50,34
"2883",0,0,124,0,204,268,344,351,0,500,7,0,0,0,0,0,0,0,0,0
"2884",0,0,0,160,225,0,308,0,0,0,23,58,23,41,41,28,0,0,0,0
"2885",0,52,126,169,217,287,351,370,0,0,0,0,0,0,0,0,0,0,0,39
"2886",0,0,117,0,245,302,293,0,436,0,0,0,6,36,30,0,0,0,0,37
"2887",0,59,134,0,222,0,312,394,436,514,8,35,0,0,0,0,0,16,34,0
"2888",0,71,111,0,0,0,0,0,415,532,8,38,15,48,31,27,22,26,0,0
"2889",12,62,130,177,225,278,372,411,504,543,0,0,0,0,25,17,0,0,39,36
"2890",7,66,124,178,256,281,337,378,444,486,0,0,0,0,35,0,0,0,0,0
"2891",8,0,120,183,254,303,374,428,466,505,16,44,0,0,0,0,0,20,44,0
"2892",0,0,0,166,216,276,0,372,459,513,12,0,0,0,31,0,0,0,0,0
"2893",0,73,122,183,0,0,319,393,460,539,0,0,0,30,0,12,17,23,43,41
"2894",11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2895",0,0,0,0,0,0,317,386,435,498,0,0,0,33,35,22,17,18,38,42
"2896",0,0,105,172,0,0,0,0,0,0,0,0,0,0,0,0,11,16,0,0
"2897",0,0,119,184,258,299,351,379,404,0,0,0,0,0,0,0,0,0,59,44
"2898",0,0,0,0,0,0,310,0,415,0,0,37,0,43,40,21,17,27,60,44
"2899",0,63,0,0,0,261,344,381,438,454,0,0,0,0,0,0,0,25,46,31
"2900",12,74,124,165,220,0,322,398,428,499,0,39,11,37,26,15,0,0,0,0
"2901",8,65,132,158,228,288,324,0,0,0,29,31,0,0,0,0,0,0,0,0
"2902",0,64,124,182,213,288,300,372,424,469,19,26,26,6,48,44,0,0,28,42
"2903",10,0,128,166,0,0,365,436,489,517,0,22,28,0,0,0,0,30,33,0
"2904",0,0,0,170,238,284,335,430,0,0,0,0,0,0,0,0,0,25,26,41
"2905",0,0,0,162,221,0,0,0,436,482,0,27,19,7,0,0,0,30,38,28
"2906",0,0,112,177,222,257,338,371,454,514,18,26,0,0,34,0,0,17,33,36
"2907",0,0,107,182,0,0,0,0,431,504,34,21,0,0,0,0,0,0,0,0
"2908",0,60,120,0,0,0,0,386,416,487,24,23,33,19,0,43,29,27,33,28
"2909",0,61,117,186,249,0,332,395,465,554,30,23,0,0,0,0,0,0,0,0
